Time.hours ,Time.days,Treatment,Flask,CO2.ppm,m.z
41,1.708333333,12C100,1,211.65097,44
114,4.75,12C100,1,110.17706,44
157.5,6.5625,12C100,1,190.95872,44
204.5,8.520833333,12C100,1,312.53505,44
274.5,11.4375,12C100,1,1374.76475,44
321.5,13.39583333,12C100,1,930.47572,44
391,16.29166667,12C100,1,1717.27752,44
463.5,19.3125,12C100,1,1432.4708,44
487,20.29166667,12C100,1,360.5696,44
535,22.29166667,12C100,1,885.91398,44
581.5,24.22916667,12C100,1,236.33401,44
653.25,27.21875,12C100,1,709.49401,44
699.75,29.15625,12C100,1,903.5849,44
749.75,31.23958333,12C100,1,554.56018,44
796.25,33.17708333,12C100,1,462.03261,44
815.25,33.96875,12C100,1,207.26267,44
868.25,36.17708333,12C100,1,828.84446,44
915.25,38.13541667,12C100,1,251.15776,44
962.75,40.11458333,12C100,1,396.8355,44
986.75,41.11458333,12C100,1,251.21176,44
1031.25,42.96875,12C100,1,753.73255,44
1078.75,44.94791667,12C100,1,375.21606,44
1103,45.95833333,12C100,1,282.57258,44
1126,46.91666667,12C100,1,39.58954,44
1150,47.91666667,12C100,1,403.88088,44
41,1.708333333,12C100,2,357.78237,44
114,4.75,12C100,2,216.37251,44
157.5,6.5625,12C100,2,181.37524,44
204.5,8.520833333,12C100,2,1377.586,44
274.5,11.4375,12C100,2,1663.34501,44
321.5,13.39583333,12C100,2,1147.61297,44
391,16.29166667,12C100,2,2303.9662,44
463.5,19.3125,12C100,2,2241.33051,44
487,20.29166667,12C100,2,607.98465,44
535,22.29166667,12C100,2,1373.47976,44
581.5,24.22916667,12C100,2,947.96004,44
653.25,27.21875,12C100,2,836.17065,44
699.75,29.15625,12C100,2,991.06778,44
749.75,31.23958333,12C100,2,586.91181,44
796.25,33.17708333,12C100,2,336.4104,44
815.25,33.96875,12C100,2,241.90928,44
868.25,36.17708333,12C100,2,800.07234,44
915.25,38.13541667,12C100,2,315.71805,44
962.75,40.11458333,12C100,2,464.88496,44
986.75,41.11458333,12C100,2,243.16212,44
1031.25,42.96875,12C100,2,857.40934,44
1078.75,44.94791667,12C100,2,383.41849,44
1103,45.95833333,12C100,2,297.2316,44
1126,46.91666667,12C100,2,53.37363,44
1150,47.91666667,12C100,2,475.07243,44
41,1.708333333,12C100,3,612.59705,44
114,4.75,12C100,3,324.06499,44
157.5,6.5625,12C100,3,251.42244,44
204.5,8.520833333,12C100,3,992.12747,44
274.5,11.4375,12C100,3,1581.87518,44
321.5,13.39583333,12C100,3,1018.51125,44
391,16.29166667,12C100,3,1909.22163,44
463.5,19.3125,12C100,3,2017.19099,44
487,20.29166667,12C100,3,484.70262,44
535,22.29166667,12C100,3,1551.33099,44
581.5,24.22916667,12C100,3,881.44281,44
653.25,27.21875,12C100,3,783.74407,44
699.75,29.15625,12C100,3,948.81371,44
749.75,31.23958333,12C100,3,477.82655,44
796.25,33.17708333,12C100,3,446.45331,44
815.25,33.96875,12C100,3,299.14634,44
41,1.708333333,12C100,4,505.00851,44
114,4.75,12C100,4,225.90838,44
157.5,6.5625,12C100,4,283.92308,44
204.5,8.520833333,12C100,4,1581.65997,44
274.5,11.4375,12C100,4,1417.43703,44
321.5,13.39583333,12C100,4,1096.52274,44
391,16.29166667,12C100,4,2026.45982,44
463.5,19.3125,12C100,4,1979.43172,44
487,20.29166667,12C100,4,518.40363,44
535,22.29166667,12C100,4,1509.69254,44
581.5,24.22916667,12C100,4,802.44796,44
653.25,27.21875,12C100,4,712.16697,44
699.75,29.15625,12C100,4,870.61618,44
749.75,31.23958333,12C100,4,677.61903,44
796.25,33.17708333,12C100,4,425.75047,44
815.25,33.96875,12C100,4,205.15288,44
41,1.708333333,12C100,5,660.31392,44
114,4.75,12C100,5,248.17189,44
157.5,6.5625,12C100,5,204.31335,44
204.5,8.520833333,12C100,5,1828.92341,44
274.5,11.4375,12C100,5,1446.70722,44
321.5,13.39583333,12C100,5,865.70685,44
391,16.29166667,12C100,5,1779.99572,44
463.5,19.3125,12C100,5,2196.65279,44
487,20.29166667,12C100,5,578.34119,44
41,1.708333333,12C700,6,2617.9562,44
114,4.75,12C700,6,222.51288,44
157.5,6.5625,12C700,6,499.23174,44
204.5,8.520833333,12C700,6,717.14291,44
274.5,11.4375,12C700,6,1460.98549,44
321.5,13.39583333,12C700,6,788.9995,44
391,16.29166667,12C700,6,1313.61264,44
463.5,19.3125,12C700,6,1644.77191,44
487,20.29166667,12C700,6,594.66837,44
535,22.29166667,12C700,6,662.7907,44
581.5,24.22916667,12C700,6,1027.01303,44
653.25,27.21875,12C700,6,861.91638,44
699.75,29.15625,12C700,6,552.37669,44
749.75,31.23958333,12C700,6,508.04157,44
796.25,33.17708333,12C700,6,510.07545,44
815.25,33.96875,12C700,6,248.11087,44
868.25,36.17708333,12C700,6,436.34517,44
915.25,38.13541667,12C700,6,130.78692,44
962.75,40.11458333,12C700,6,308.13933,44
986.75,41.11458333,12C700,6,165.91029,44
1031.25,42.96875,12C700,6,300.2239,44
1078.75,44.94791667,12C700,6,280.69192,44
1103,45.95833333,12C700,6,245.50515,44
1126,46.91666667,12C700,6,63.67673,44
1150,47.91666667,12C700,6,97.19268,44
41,1.708333333,12C700,7,2734.16073,44
114,4.75,12C700,7,1083.20128,44
157.5,6.5625,12C700,7,403.5302,44
204.5,8.520833333,12C700,7,1188.15667,44
274.5,11.4375,12C700,7,1442.42614,44
321.5,13.39583333,12C700,7,647.0274,44
391,16.29166667,12C700,7,1221.45672,44
463.5,19.3125,12C700,7,2252.52119,44
487,20.29166667,12C700,7,695.67502,44
535,22.29166667,12C700,7,1214.22737,44
581.5,24.22916667,12C700,7,991.66823,44
653.25,27.21875,12C700,7,910.27532,44
699.75,29.15625,12C700,7,608.42538,44
749.75,31.23958333,12C700,7,536.42605,44
796.25,33.17708333,12C700,7,578.00335,44
815.25,33.96875,12C700,7,223.81744,44
868.25,36.17708333,12C700,7,484.09607,44
915.25,38.13541667,12C700,7,160.65076,44
962.75,40.11458333,12C700,7,320.25327,44
986.75,41.11458333,12C700,7,186.92222,44
1031.25,42.96875,12C700,7,367.33515,44
1078.75,44.94791667,12C700,7,258.5329,44
1103,45.95833333,12C700,7,228.93382,44
1126,46.91666667,12C700,7,53.04644,44
1150,47.91666667,12C700,7,91.02572,44
41,1.708333333,12C700,8,2495.80105,44
114,4.75,12C700,8,1247.98579,44
157.5,6.5625,12C700,8,465.6941,44
204.5,8.520833333,12C700,8,1179.07549,44
274.5,11.4375,12C700,8,1485.04733,44
321.5,13.39583333,12C700,8,810.6733,44
391,16.29166667,12C700,8,1541.01203,44
463.5,19.3125,12C700,8,2450.59679,44
487,20.29166667,12C700,8,731.89397,44
535,22.29166667,12C700,8,1057.16225,44
581.5,24.22916667,12C700,8,860.3476,44
653.25,27.21875,12C700,8,815.1739,44
699.75,29.15625,12C700,8,574.40737,44
749.75,31.23958333,12C700,8,606.87822,44
796.25,33.17708333,12C700,8,422.83873,44
815.25,33.96875,12C700,8,267.62252,44
41,1.708333333,12C700,9,2671.49306,44
114,4.75,12C700,9,554.82711,44
157.5,6.5625,12C700,9,469.47617,44
204.5,8.520833333,12C700,9,814.43608,44
274.5,11.4375,12C700,9,1428.58905,44
321.5,13.39583333,12C700,9,874.39386,44
391,16.29166667,12C700,9,1289.91698,44
463.5,19.3125,12C700,9,1972.31964,44
487,20.29166667,12C700,9,608.77607,44
535,22.29166667,12C700,9,1037.66076,44
581.5,24.22916667,12C700,9,956.89594,44
653.25,27.21875,12C700,9,933.65734,44
699.75,29.15625,12C700,9,609.06103,44
749.75,31.23958333,12C700,9,535.39521,44
796.25,33.17708333,12C700,9,455.9723,44
815.25,33.96875,12C700,9,216.96222,44
41,1.708333333,12C700,10,2754.663,44
114,4.75,12C700,10,505.12614,44
157.5,6.5625,12C700,10,672.10584,44
204.5,8.520833333,12C700,10,703.71081,44
274.5,11.4375,12C700,10,1578.59955,44
321.5,13.39583333,12C700,10,851.50076,44
391,16.29166667,12C700,10,1476.47501,44
463.5,19.3125,12C700,10,2277.04069,44
487,20.29166667,12C700,10,508.62625,44
41,1.708333333,12C_Control,11,171.03595,44
114,4.75,12C_Control,11,88.58879,44
157.5,6.5625,12C_Control,11,83.56053,44
204.5,8.520833333,12C_Control,11,543.05392,44
274.5,11.4375,12C_Control,11,980.24338,44
321.5,13.39583333,12C_Control,11,625.22074,44
391,16.29166667,12C_Control,11,468.7354,44
463.5,19.3125,12C_Control,11,1686.96468,44
487,20.29166667,12C_Control,11,313.63466,44
535,22.29166667,12C_Control,11,398.55941,44
581.5,24.22916667,12C_Control,11,381.44502,44
653.25,27.21875,12C_Control,11,682.98564,44
699.75,29.15625,12C_Control,11,239.05294,44
749.75,31.23958333,12C_Control,11,129.07347,44
796.25,33.17708333,12C_Control,11,390.32478,44
815.25,33.96875,12C_Control,11,194.353,44
868.25,36.17708333,12C_Control,11,348.39502,44
915.25,38.13541667,12C_Control,11,92.14057,44
962.75,40.11458333,12C_Control,11,259.07234,44
986.75,41.11458333,12C_Control,11,183.80623,44
1031.25,42.96875,12C_Control,11,260.89955,44
1078.75,44.94791667,12C_Control,11,380.55237,44
1103,45.95833333,12C_Control,11,181.15108,44
1126,46.91666667,12C_Control,11,7.62228,44
1150,47.91666667,12C_Control,11,73.44756,44
41,1.708333333,12C_Control,12,156.9848,44
114,4.75,12C_Control,12,129.89751,44
157.5,6.5625,12C_Control,12,89.95013,44
204.5,8.520833333,12C_Control,12,731.59992,44
274.5,11.4375,12C_Control,12,1061.71088,44
321.5,13.39583333,12C_Control,12,800.67162,44
391,16.29166667,12C_Control,12,1426.19909,44
463.5,19.3125,12C_Control,12,1615.82498,44
487,20.29166667,12C_Control,12,523.20938,44
535,22.29166667,12C_Control,12,641.29431,44
581.5,24.22916667,12C_Control,12,755.66919,44
653.25,27.21875,12C_Control,12,590.52021,44
699.75,29.15625,12C_Control,12,393.52017,44
749.75,31.23958333,12C_Control,12,383.33454,44
796.25,33.17708333,12C_Control,12,417.52819,44
815.25,33.96875,12C_Control,12,240.82595,44
868.25,36.17708333,12C_Control,12,370.7123,44
915.25,38.13541667,12C_Control,12,103.99542,44
962.75,40.11458333,12C_Control,12,257.30024,44
986.75,41.11458333,12C_Control,12,212.17011,44
1031.25,42.96875,12C_Control,12,272.79071,44
1078.75,44.94791667,12C_Control,12,240.55821,44
1103,45.95833333,12C_Control,12,169.93063,44
1126,46.91666667,12C_Control,12,163.82082,44
1150,47.91666667,12C_Control,12,107.46809,44
41,1.708333333,12C_Control,13,328.36732,44
114,4.75,12C_Control,13,245.64462,44
157.5,6.5625,12C_Control,13,86.84612,44
204.5,8.520833333,12C_Control,13,770.20748,44
274.5,11.4375,12C_Control,13,1122.05781,44
321.5,13.39583333,12C_Control,13,689.38325,44
391,16.29166667,12C_Control,13,1306.5948,44
463.5,19.3125,12C_Control,13,1874.38329,44
487,20.29166667,12C_Control,13,643.58156,44
535,22.29166667,12C_Control,13,822.61675,44
581.5,24.22916667,12C_Control,13,957.49679,44
653.25,27.21875,12C_Control,13,796.40224,44
699.75,29.15625,12C_Control,13,438.70481,44
749.75,31.23958333,12C_Control,13,428.7108,44
796.25,33.17708333,12C_Control,13,397.91747,44
815.25,33.96875,12C_Control,13,305.09937,44
41,1.708333333,12C_Control,14,86.65496,44
114,4.75,12C_Control,14,94.20836,44
157.5,6.5625,12C_Control,14,168.12628,44
204.5,8.520833333,12C_Control,14,219.35571,44
274.5,11.4375,12C_Control,14,1001.41658,44
321.5,13.39583333,12C_Control,14,262.77049,44
391,16.29166667,12C_Control,14,488.52965,44
463.5,19.3125,12C_Control,14,1724.3198,44
487,20.29166667,12C_Control,14,555.91221,44
535,22.29166667,12C_Control,14,833.21299,44
581.5,24.22916667,12C_Control,14,772.54581,44
653.25,27.21875,12C_Control,14,761.84175,44
699.75,29.15625,12C_Control,14,412.40181,44
749.75,31.23958333,12C_Control,14,430.39267,44
796.25,33.17708333,12C_Control,14,417.29898,44
815.25,33.96875,12C_Control,14,217.89372,44
41,1.708333333,12C_Control,15,142.62624,44
114,4.75,12C_Control,15,104.64561,44
157.5,6.5625,12C_Control,15,76.39387,44
204.5,8.520833333,12C_Control,15,411.96134,44
274.5,11.4375,12C_Control,15,810.40491,44
321.5,13.39583333,12C_Control,15,480.83964,44
391,16.29166667,12C_Control,15,559.57451,44
463.5,19.3125,12C_Control,15,861.20425,44
487,20.29166667,12C_Control,15,419.59659,44
41,1.708333333,13C100,16,155.13697,44
114,4.75,13C100,16,211.89719,44
157.5,6.5625,13C100,16,236.80216,44
204.5,8.520833333,13C100,16,612.59617,44
274.5,11.4375,13C100,16,726.87001,44
321.5,13.39583333,13C100,16,263.40776,44
391,16.29166667,13C100,16,793.13109,44
463.5,19.3125,13C100,16,793.1068,44
487,20.29166667,13C100,16,216.05769,44
535,22.29166667,13C100,16,734.29755,44
581.5,24.22916667,13C100,16,556.47011,44
653.25,27.21875,13C100,16,433.84046,44
699.75,29.15625,13C100,16,727.05835,44
749.75,31.23958333,13C100,16,451.80284,44
796.25,33.17708333,13C100,16,349.67356,44
815.25,33.96875,13C100,16,308.90509,44
868.25,36.17708333,13C100,16,763.32415,44
915.25,38.13541667,13C100,16,196.15496,44
962.75,40.11458333,13C100,16,374.24412,44
986.75,41.11458333,13C100,16,216.9713,44
1031.25,42.96875,13C100,16,721.83389,44
1078.75,44.94791667,13C100,16,372.24721,44
1103,45.95833333,13C100,16,277.88921,44
1126,46.91666667,13C100,16,24.97178,44
1150,47.91666667,13C100,16,459.55622,44
41,1.708333333,13C100,17,692.62368,44
114,4.75,13C100,17,363.63349,44
157.5,6.5625,13C100,17,245.62771,44
204.5,8.520833333,13C100,17,999.27875,44
274.5,11.4375,13C100,17,937.79479,44
321.5,13.39583333,13C100,17,326.21944,44
391,16.29166667,13C100,17,864.91829,44
463.5,19.3125,13C100,17,785.35307,44
487,20.29166667,13C100,17,223.542,44
535,22.29166667,13C100,17,767.11578,44
581.5,24.22916667,13C100,17,475.91724,44
653.25,27.21875,13C100,17,481.23655,44
699.75,29.15625,13C100,17,832.64159,44
749.75,31.23958333,13C100,17,442.27843,44
796.25,33.17708333,13C100,17,381.44653,44
815.25,33.96875,13C100,17,221.70003,44
868.25,36.17708333,13C100,17,650.76344,44
915.25,38.13541667,13C100,17,212.92432,44
962.75,40.11458333,13C100,17,428.13121,44
986.75,41.11458333,13C100,17,226.88581,44
1031.25,42.96875,13C100,17,691.39919,44
1078.75,44.94791667,13C100,17,539.38465,44
1103,45.95833333,13C100,17,266.60742,44
1126,46.91666667,13C100,17,29.78166,44
1150,47.91666667,13C100,17,401.39365,44
41,1.708333333,13C100,18,218.17554,44
114,4.75,13C100,18,98.93887,44
157.5,6.5625,13C100,18,176.46294,44
204.5,8.520833333,13C100,18,639.73743,44
274.5,11.4375,13C100,18,253.35333,44
321.5,13.39583333,13C100,18,79.19226,44
391,16.29166667,13C100,18,239.73942,44
463.5,19.3125,13C100,18,435.60818,44
487,20.29166667,13C100,18,301.2675,44
535,22.29166667,13C100,18,741.83244,44
581.5,24.22916667,13C100,18,419.24241,44
653.25,27.21875,13C100,18,490.408,44
699.75,29.15625,13C100,18,318.1786,44
749.75,31.23958333,13C100,18,349.02402,44
796.25,33.17708333,13C100,18,357.35711,44
815.25,33.96875,13C100,18,176.72252,44
868.25,36.17708333,13C100,18,683.44446,44
915.25,38.13541667,13C100,18,92.81814,44
962.75,40.11458333,13C100,18,428.23907,44
986.75,41.11458333,13C100,18,210.60949,44
1031.25,42.96875,13C100,18,684.65385,44
1078.75,44.94791667,13C100,18,349.45795,44
1103,45.95833333,13C100,18,277.54643,44
1126,46.91666667,13C100,18,21.7601,44
1150,47.91666667,13C100,18,398.94852,44
41,1.708333333,13C100,19,638.90435,44
114,4.75,13C100,19,324.22796,44
157.5,6.5625,13C100,19,271.85992,44
204.5,8.520833333,13C100,19,836.4779,44
274.5,11.4375,13C100,19,608.47497,44
321.5,13.39583333,13C100,19,343.49483,44
391,16.29166667,13C100,19,911.15372,44
463.5,19.3125,13C100,19,810.68021,44
487,20.29166667,13C100,19,267.38602,44
535,22.29166667,13C100,19,813.31419,44
581.5,24.22916667,13C100,19,514.7881,44
653.25,27.21875,13C100,19,469.66258,44
699.75,29.15625,13C100,19,734.1759,44
749.75,31.23958333,13C100,19,435.48881,44
796.25,33.17708333,13C100,19,371.94746,44
815.25,33.96875,13C100,19,186.12076,44
868.25,36.17708333,13C100,19,738.01716,44
915.25,38.13541667,13C100,19,151.32601,44
962.75,40.11458333,13C100,19,658.1152,44
986.75,41.11458333,13C100,19,216.8795,44
1031.25,42.96875,13C100,19,697.54422,44
1078.75,44.94791667,13C100,19,294.09214,44
1103,45.95833333,13C100,19,236.16455,44
1126,46.91666667,13C100,19,55.00882,44
1150,47.91666667,13C100,19,376.91138,44
41,1.708333333,13C100,20,687.89842,44
114,4.75,13C100,20,428.33103,44
157.5,6.5625,13C100,20,277.70232,44
204.5,8.520833333,13C100,20,945.89174,44
274.5,11.4375,13C100,20,962.27692,44
321.5,13.39583333,13C100,20,307.34661,44
391,16.29166667,13C100,20,881.70908,44
463.5,19.3125,13C100,20,796.72255,44
487,20.29166667,13C100,20,296.5955,44
535,22.29166667,13C100,20,849.43216,44
581.5,24.22916667,13C100,20,963.6618,44
653.25,27.21875,13C100,20,499.03857,44
699.75,29.15625,13C100,20,768.40519,44
749.75,31.23958333,13C100,20,475.03311,44
796.25,33.17708333,13C100,20,399.9106,44
815.25,33.96875,13C100,20,157.58254,44
868.25,36.17708333,13C100,20,736.7439,44
915.25,38.13541667,13C100,20,216.30009,44
962.75,40.11458333,13C100,20,355.38595,44
986.75,41.11458333,13C100,20,212.9714,44
1031.25,42.96875,13C100,20,674.99995,44
1078.75,44.94791667,13C100,20,467.00568,44
1103,45.95833333,13C100,20,260.00631,44
1126,46.91666667,13C100,20,14.71129,44
1150,47.91666667,13C100,20,369.90761,44
41,1.708333333,13C700,21,2590.17927,44
114,4.75,13C700,21,481.70858,44
157.5,6.5625,13C700,21,473.82184,44
204.5,8.520833333,13C700,21,504.17607,44
274.5,11.4375,13C700,21,1080.4591,44
321.5,13.39583333,13C700,21,404.84058,44
391,16.29166667,13C700,21,282.95701,44
463.5,19.3125,13C700,21,345.0538,44
487,20.29166667,13C700,21,195.57133,44
535,22.29166667,13C700,21,403.62333,44
581.5,24.22916667,13C700,21,468.40816,44
653.25,27.21875,13C700,21,286.48124,44
699.75,29.15625,13C700,21,404.84856,44
749.75,31.23958333,13C700,21,-135.70277,44
796.25,33.17708333,13C700,21,303.88473,44
815.25,33.96875,13C700,21,179.54692,44
868.25,36.17708333,13C700,21,409.60429,44
915.25,38.13541667,13C700,21,-20.04945,44
962.75,40.11458333,13C700,21,233.71957,44
986.75,41.11458333,13C700,21,112.63293,44
1031.25,42.96875,13C700,21,248.22607,44
1078.75,44.94791667,13C700,21,177.62599,44
1103,45.95833333,13C700,21,187.56456,44
1126,46.91666667,13C700,21,-34.92141,44
1150,47.91666667,13C700,21,50.61743,44
41,1.708333333,13C700,22,2604.15996,44
114,4.75,13C700,22,1169.579,44
157.5,6.5625,13C700,22,487.84027,44
204.5,8.520833333,13C700,22,727.74891,44
274.5,11.4375,13C700,22,1050.76475,44
321.5,13.39583333,13C700,22,382.33944,44
391,16.29166667,13C700,22,624.5128,44
463.5,19.3125,13C700,22,973.29728,44
487,20.29166667,13C700,22,256.96849,44
535,22.29166667,13C700,22,400.80454,44
581.5,24.22916667,13C700,22,445.71169,44
653.25,27.21875,13C700,22,492.65835,44
699.75,29.15625,13C700,22,503.37811,44
749.75,31.23958333,13C700,22,358.27953,44
796.25,33.17708333,13C700,22,350.54761,44
815.25,33.96875,13C700,22,181.01598,44
868.25,36.17708333,13C700,22,411.32425,44
915.25,38.13541667,13C700,22,37.72137,44
962.75,40.11458333,13C700,22,270.07063,44
986.75,41.11458333,13C700,22,121.06026,44
1031.25,42.96875,13C700,22,263.16392,44
1078.75,44.94791667,13C700,22,330.39244,44
1103,45.95833333,13C700,22,182.55374,44
1126,46.91666667,13C700,22,107.97137,44
1150,47.91666667,13C700,22,186.54747,44
41,1.708333333,13C700,23,2799.35355,44
114,4.75,13C700,23,633.46383,44
157.5,6.5625,13C700,23,71.30515,44
204.5,8.520833333,13C700,23,755.09611,44
274.5,11.4375,13C700,23,1083.88489,44
321.5,13.39583333,13C700,23,237.04814,44
391,16.29166667,13C700,23,509.14617,44
463.5,19.3125,13C700,23,988.12801,44
487,20.29166667,13C700,23,267.20671,44
535,22.29166667,13C700,23,424.958,44
581.5,24.22916667,13C700,23,446.72552,44
653.25,27.21875,13C700,23,436.66249,44
699.75,29.15625,13C700,23,318.75576,44
749.75,31.23958333,13C700,23,368.50143,44
796.25,33.17708333,13C700,23,314.43312,44
815.25,33.96875,13C700,23,229.88245,44
868.25,36.17708333,13C700,23,366.90365,44
915.25,38.13541667,13C700,23,72.49283,44
962.75,40.11458333,13C700,23,270.47949,44
986.75,41.11458333,13C700,23,134.95631,44
1031.25,42.96875,13C700,23,236.66282,44
1078.75,44.94791667,13C700,23,220.06022,44
1103,45.95833333,13C700,23,349.24039,44
1126,46.91666667,13C700,23,-13.7806,44
1150,47.91666667,13C700,23,42.17287,44
41,1.708333333,13C700,24,993.43601,44
114,4.75,13C700,24,95.56738,44
157.5,6.5625,13C700,24,421.37473,44
204.5,8.520833333,13C700,24,178.53576,44
274.5,11.4375,13C700,24,474.03768,44
321.5,13.39583333,13C700,24,421.7628,44
391,16.29166667,13C700,24,116.94942,44
463.5,19.3125,13C700,24,909.10774,44
487,20.29166667,13C700,24,109.36976,44
535,22.29166667,13C700,24,14.09194,44
581.5,24.22916667,13C700,24,227.17148,44
653.25,27.21875,13C700,24,24.2288,44
699.75,29.15625,13C700,24,174.53721,44
749.75,31.23958333,13C700,24,208.41993,44
796.25,33.17708333,13C700,24,235.96679,44
815.25,33.96875,13C700,24,137.33929,44
868.25,36.17708333,13C700,24,182.20189,44
915.25,38.13541667,13C700,24,-12.13674,44
962.75,40.11458333,13C700,24,181.04572,44
986.75,41.11458333,13C700,24,96.29891,44
1031.25,42.96875,13C700,24,234.2203,44
1078.75,44.94791667,13C700,24,216.9794,44
1103,45.95833333,13C700,24,169.63205,44
1126,46.91666667,13C700,24,17.11824,44
1150,47.91666667,13C700,24,43.03546,44
41,1.708333333,13C700,25,2505.55932,44
114,4.75,13C700,25,834.19048,44
157.5,6.5625,13C700,25,428.95407,44
204.5,8.520833333,13C700,25,695.47095,44
274.5,11.4375,13C700,25,1809.56902,44
321.5,13.39583333,13C700,25,369.37765,44
391,16.29166667,13C700,25,561.50895,44
463.5,19.3125,13C700,25,557.41496,44
487,20.29166667,13C700,25,226.57158,44
535,22.29166667,13C700,25,465.87781,44
581.5,24.22916667,13C700,25,-36.24283,44
653.25,27.21875,13C700,25,375.9885,44
699.75,29.15625,13C700,25,300.0472,44
749.75,31.23958333,13C700,25,356.12493,44
796.25,33.17708333,13C700,25,297.13386,44
815.25,33.96875,13C700,25,178.07903,44
868.25,36.17708333,13C700,25,348.31412,44
915.25,38.13541667,13C700,25,46.55303,44
962.75,40.11458333,13C700,25,244.16414,44
986.75,41.11458333,13C700,25,131.52426,44
1031.25,42.96875,13C700,25,232.61949,44
1078.75,44.94791667,13C700,25,207.30294,44
1103,45.95833333,13C700,25,195.14529,44
1126,46.91666667,13C700,25,3.97729,44
1150,47.91666667,13C700,25,58.04219,44
41,1.708333333,13C_Control,26,169.83985,44
114,4.75,13C_Control,26,187.87576,44
157.5,6.5625,13C_Control,26,103.29049,44
204.5,8.520833333,13C_Control,26,358.73014,44
274.5,11.4375,13C_Control,26,323.39249,44
321.5,13.39583333,13C_Control,26,142.82667,44
391,16.29166667,13C_Control,26,279.13448,44
463.5,19.3125,13C_Control,26,408.94648,44
487,20.29166667,13C_Control,26,162.06891,44
535,22.29166667,13C_Control,26,210.83127,44
581.5,24.22916667,13C_Control,26,269.72867,44
653.25,27.21875,13C_Control,26,226.10602,44
699.75,29.15625,13C_Control,26,229.91682,44
749.75,31.23958333,13C_Control,26,237.85964,44
796.25,33.17708333,13C_Control,26,328.46071,44
815.25,33.96875,13C_Control,26,158.78545,44
868.25,36.17708333,13C_Control,26,341.25724,44
915.25,38.13541667,13C_Control,26,1.29479,44
962.75,40.11458333,13C_Control,26,214.5152,44
986.75,41.11458333,13C_Control,26,129.17809,44
1031.25,42.96875,13C_Control,26,208.60351,44
1078.75,44.94791667,13C_Control,26,192.52103,44
1103,45.95833333,13C_Control,26,146.74375,44
1126,46.91666667,13C_Control,26,16.41802,44
1150,47.91666667,13C_Control,26,,44
41,1.708333333,13C_Control,27,298.51092,44
114,4.75,13C_Control,27,242.29839,44
157.5,6.5625,13C_Control,27,65.43086,44
204.5,8.520833333,13C_Control,27,360.26783,44
274.5,11.4375,13C_Control,27,599.08616,44
321.5,13.39583333,13C_Control,27,151.70967,44
391,16.29166667,13C_Control,27,319.24682,44
463.5,19.3125,13C_Control,27,516.19445,44
487,20.29166667,13C_Control,27,222.63668,44
535,22.29166667,13C_Control,27,274.48469,44
581.5,24.22916667,13C_Control,27,96.66937,44
653.25,27.21875,13C_Control,27,278.84186,44
699.75,29.15625,13C_Control,27,504.82132,44
749.75,31.23958333,13C_Control,27,373.60048,44
796.25,33.17708333,13C_Control,27,295.64662,44
815.25,33.96875,13C_Control,27,186.39335,44
868.25,36.17708333,13C_Control,27,314.01867,44
915.25,38.13541667,13C_Control,27,57.59928,44
962.75,40.11458333,13C_Control,27,228.4187,44
986.75,41.11458333,13C_Control,27,154.0496,44
1031.25,42.96875,13C_Control,27,236.8797,44
1078.75,44.94791667,13C_Control,27,237.50279,44
1103,45.95833333,13C_Control,27,152.46628,44
1126,46.91666667,13C_Control,27,-121.4655,44
1150,47.91666667,13C_Control,27,87.79103,44
41,1.708333333,13C_Control,28,263.16354,44
114,4.75,13C_Control,28,194.65538,44
157.5,6.5625,13C_Control,28,147.70338,44
204.5,8.520833333,13C_Control,28,333.84596,44
274.5,11.4375,13C_Control,28,736.40511,44
321.5,13.39583333,13C_Control,28,214.09256,44
391,16.29166667,13C_Control,28,345.21638,44
463.5,19.3125,13C_Control,28,644.13161,44
487,20.29166667,13C_Control,28,278.64694,44
535,22.29166667,13C_Control,28,333.08465,44
581.5,24.22916667,13C_Control,28,296.49912,44
653.25,27.21875,13C_Control,28,273.56803,44
699.75,29.15625,13C_Control,28,254.47758,44
749.75,31.23958333,13C_Control,28,293.17149,44
796.25,33.17708333,13C_Control,28,320.04205,44
815.25,33.96875,13C_Control,28,204.03379,44
868.25,36.17708333,13C_Control,28,297.46859,44
915.25,38.13541667,13C_Control,28,26.92943,44
962.75,40.11458333,13C_Control,28,183.79478,44
986.75,41.11458333,13C_Control,28,91.93181,44
1031.25,42.96875,13C_Control,28,210.74394,44
1078.75,44.94791667,13C_Control,28,172.05305,44
1103,45.95833333,13C_Control,28,139.4156,44
1126,46.91666667,13C_Control,28,11.78822,44
1150,47.91666667,13C_Control,28,165.58856,44
41,1.708333333,13C_Control,29,278.72951,44
114,4.75,13C_Control,29,224.27838,44
157.5,6.5625,13C_Control,29,214.80326,44
204.5,8.520833333,13C_Control,29,390.21758,44
274.5,11.4375,13C_Control,29,682.29675,44
321.5,13.39583333,13C_Control,29,150.26874,44
391,16.29166667,13C_Control,29,350.86678,44
463.5,19.3125,13C_Control,29,555.69784,44
487,20.29166667,13C_Control,29,177.18413,44
535,22.29166667,13C_Control,29,276.16384,44
581.5,24.22916667,13C_Control,29,249.50938,44
653.25,27.21875,13C_Control,29,248.48946,44
699.75,29.15625,13C_Control,29,236.5139,44
749.75,31.23958333,13C_Control,29,260.20426,44
