Time.hours ,Time.days,Treatment,Flask,CO2.ppm,m.z
463.5,19.3125,13C700,23,2189.05763,TIC
487,20.29166667,13C700,23,651.94749,TIC
535,22.29166667,13C700,23,1079.00873,TIC
581.5,24.22916667,13C700,23,1119.01724,TIC
653.25,27.21875,13C700,23,1024.93483,TIC
699.75,29.15625,13C700,23,591.33311,TIC
749.75,31.23958333,13C700,23,579.56409,TIC
796.25,33.17708333,13C700,23,449.06643,TIC
815.25,33.96875,13C700,23,269.88507,TIC
868.25,36.17708333,13C700,23,476.05062,TIC
915.25,38.13541667,13C700,23,195.49789,TIC
962.75,40.11458333,13C700,23,365.10599,TIC
986.75,41.11458333,13C700,23,186.29513,TIC
1031.25,42.96875,13C700,23,334.03523,TIC
1078.75,44.94791667,13C700,23,277.33711,TIC
1103,45.95833333,13C700,23,390.39777,TIC
1126,46.91666667,13C700,23,5.05003,TIC
1150,47.91666667,13C700,23,61.62703,TIC
41,1.708333333,13C700,24,1002.38524,TIC
114,4.75,13C700,24,103.72459,TIC
157.5,6.5625,13C700,24,425.4237,TIC
204.5,8.520833333,13C700,24,204.52305,TIC
274.5,11.4375,13C700,24,549.15067,TIC
321.5,13.39583333,13C700,24,551.69094,TIC
391,16.29166667,13C700,24,257.86839,TIC
463.5,19.3125,13C700,24,1534.39163,TIC
487,20.29166667,13C700,24,222.57947,TIC
535,22.29166667,13C700,24,85.00173,TIC
581.5,24.22916667,13C700,24,498.89957,TIC
653.25,27.21875,13C700,24,178.31347,TIC
699.75,29.15625,13C700,24,373.15719,TIC
749.75,31.23958333,13C700,24,340.64116,TIC
796.25,33.17708333,13C700,24,361.62167,TIC
815.25,33.96875,13C700,24,185.02631,TIC
868.25,36.17708333,13C700,24,228.68459,TIC
915.25,38.13541667,13C700,24,108.00685,TIC
962.75,40.11458333,13C700,24,290.26512,TIC
986.75,41.11458333,13C700,24,164.64047,TIC
1031.25,42.96875,13C700,24,387.3989,TIC
1078.75,44.94791667,13C700,24,316.48827,TIC
1103,45.95833333,13C700,24,245.42134,TIC
1126,46.91666667,13C700,24,50.13731,TIC
1150,47.91666667,13C700,24,77.27753,TIC
41,1.708333333,13C700,25,2528.43538,TIC
114,4.75,13C700,25,841.90339,TIC
157.5,6.5625,13C700,25,432.62118,TIC
204.5,8.520833333,13C700,25,796.20816,TIC
274.5,11.4375,13C700,25,2292.25216,TIC
321.5,13.39583333,13C700,25,765.9747,TIC
391,16.29166667,13C700,25,1106.11445,TIC
463.5,19.3125,13C700,25,1498.21693,TIC
487,20.29166667,13C700,25,570.33875,TIC
535,22.29166667,13C700,25,1062.56468,TIC
581.5,24.22916667,13C700,25,-33.84885,TIC
653.25,27.21875,13C700,25,1030.93168,TIC
699.75,29.15625,13C700,25,627.2883,TIC
749.75,31.23958333,13C700,25,564.10532,TIC
796.25,33.17708333,13C700,25,441.0038,TIC
815.25,33.96875,13C700,25,223.5115,TIC
868.25,36.17708333,13C700,25,477.02897,TIC
915.25,38.13541667,13C700,25,150.76926,TIC
962.75,40.11458333,13C700,25,347.5493,TIC
986.75,41.11458333,13C700,25,187.24712,TIC
1031.25,42.96875,13C700,25,321.49853,TIC
1078.75,44.94791667,13C700,25,283.37563,TIC
1103,45.95833333,13C700,25,261.04208,TIC
1126,46.91666667,13C700,25,28.32181,TIC
1150,47.91666667,13C700,25,83.05683,TIC
41,1.708333333,13C_Control,26,170.21433,TIC
114,4.75,13C_Control,26,188.71955,TIC
157.5,6.5625,13C_Control,26,103.15396,TIC
204.5,8.520833333,13C_Control,26,479.84153,TIC
274.5,11.4375,13C_Control,26,514.2115,TIC
321.5,13.39583333,13C_Control,26,612.87616,TIC
391,16.29166667,13C_Control,26,879.8375,TIC
463.5,19.3125,13C_Control,26,1244.21184,TIC
487,20.29166667,13C_Control,26,427.79511,TIC
535,22.29166667,13C_Control,26,646.79301,TIC
581.5,24.22916667,13C_Control,26,717.55112,TIC
653.25,27.21875,13C_Control,26,803.17064,TIC
699.75,29.15625,13C_Control,26,504.83507,TIC
749.75,31.23958333,13C_Control,26,396.3156,TIC
796.25,33.17708333,13C_Control,26,480.2942,TIC
815.25,33.96875,13C_Control,26,195.95295,TIC
868.25,36.17708333,13C_Control,26,458.36489,TIC
915.25,38.13541667,13C_Control,26,82.06001,TIC
962.75,40.11458333,13C_Control,26,317.43168,TIC
986.75,41.11458333,13C_Control,26,183.83004,TIC
1031.25,42.96875,13C_Control,26,293.10469,TIC
1078.75,44.94791667,13C_Control,26,258.2851,TIC
1103,45.95833333,13C_Control,26,197.48933,TIC
1126,46.91666667,13C_Control,26,38.63505,TIC
1150,47.91666667,13C_Control,26,,TIC
41,1.708333333,13C_Control,27,301.05694,TIC
114,4.75,13C_Control,27,243.39038,TIC
157.5,6.5625,13C_Control,27,67.74692525,TIC
204.5,8.520833333,13C_Control,27,467.80973,TIC
274.5,11.4375,13C_Control,27,931.46048,TIC
321.5,13.39583333,13C_Control,27,683.87831,TIC
391,16.29166667,13C_Control,27,1031.64504,TIC
463.5,19.3125,13C_Control,27,1638.22996,TIC
487,20.29166667,13C_Control,27,538.9227,TIC
535,22.29166667,13C_Control,27,853.51777,TIC
581.5,24.22916667,13C_Control,27,297.15415,TIC
653.25,27.21875,13C_Control,27,1008.64928,TIC
699.75,29.15625,13C_Control,27,895.97526,TIC
749.75,31.23958333,13C_Control,27,617.47939,TIC
796.25,33.17708333,13C_Control,27,453.46483,TIC
815.25,33.96875,13C_Control,27,233.33548,TIC
868.25,36.17708333,13C_Control,27,432.8374,TIC
915.25,38.13541667,13C_Control,27,199.48169,TIC
962.75,40.11458333,13C_Control,27,340.85828,TIC
986.75,41.11458333,13C_Control,27,219.12903,TIC
1031.25,42.96875,13C_Control,27,340.92918,TIC
1078.75,44.94791667,13C_Control,27,319.40418,TIC
1103,45.95833333,13C_Control,27,227.47221,TIC
1126,46.91666667,13C_Control,27,-121.93649,TIC
1150,47.91666667,13C_Control,27,119.33802,TIC
41,1.708333333,13C_Control,28,275.36685,TIC
114,4.75,13C_Control,28,202.94145,TIC
157.5,6.5625,13C_Control,28,152.85466,TIC
204.5,8.520833333,13C_Control,28,420.11055,TIC
274.5,11.4375,13C_Control,28,1031.72657,TIC
321.5,13.39583333,13C_Control,28,680.82111,TIC
391,16.29166667,13C_Control,28,1029.13947,TIC
463.5,19.3125,13C_Control,28,1702.30035,TIC
487,20.29166667,13C_Control,28,589.97469,TIC
535,22.29166667,13C_Control,28,831.13778,TIC
581.5,24.22916667,13C_Control,28,761.75636,TIC
653.25,27.21875,13C_Control,28,793.58547,TIC
699.75,29.15625,13C_Control,28,517.40813,TIC
749.75,31.23958333,13C_Control,28,502.59271,TIC
796.25,33.17708333,13C_Control,28,454.44429,TIC
815.25,33.96875,13C_Control,28,244.82261,TIC
868.25,36.17708333,13C_Control,28,381.00495,TIC
915.25,38.13541667,13C_Control,28,124.07446,TIC
962.75,40.11458333,13C_Control,28,281.81352,TIC
986.75,41.11458333,13C_Control,28,136.30512,TIC
1031.25,42.96875,13C_Control,28,290.91774,TIC
1078.75,44.94791667,13C_Control,28,234.33567,TIC
1103,45.95833333,13C_Control,28,184.5056,TIC
1126,46.91666667,13C_Control,28,34.43554,TIC
1150,47.91666667,13C_Control,28,203.22785,TIC
41,1.708333333,13C_Control,29,280.86949,TIC
114,4.75,13C_Control,29,234.30227,TIC
157.5,6.5625,13C_Control,29,221.45862,TIC
204.5,8.520833333,13C_Control,29,493.03772,TIC
274.5,11.4375,13C_Control,29,978.98957,TIC
321.5,13.39583333,13C_Control,29,607.59491,TIC
391,16.29166667,13C_Control,29,977.7387,TIC
463.5,19.3125,13C_Control,29,1557.48619,TIC
487,20.29166667,13C_Control,29,495.02117,TIC
535,22.29166667,13C_Control,29,836.00648,TIC
581.5,24.22916667,13C_Control,29,882.33495,TIC
653.25,27.21875,13C_Control,29,966.90571,TIC
699.75,29.15625,13C_Control,29,650.94945,TIC
749.75,31.23958333,13C_Control,29,534.51687,TIC
796.25,33.17708333,13C_Control,29,416.80537,TIC
815.25,33.96875,13C_Control,29,215.21136,TIC
868.25,36.17708333,13C_Control,29,437.71415,TIC
915.25,38.13541667,13C_Control,29,134.0805,TIC
962.75,40.11458333,13C_Control,29,502.05727,TIC
986.75,41.11458333,13C_Control,29,192.70964,TIC
1031.25,42.96875,13C_Control,29,295.68477,TIC
1078.75,44.94791667,13C_Control,29,270.77347,TIC
1103,45.95833333,13C_Control,29,193.62865,TIC
1126,46.91666667,13C_Control,29,12.09215,TIC
1150,47.91666667,13C_Control,29,61.14581,TIC
41,1.708333333,13C_Control,30,145.65349,TIC
114,4.75,13C_Control,30,120.34347,TIC
157.5,6.5625,13C_Control,30,162.75748,TIC
204.5,8.520833333,13C_Control,30,356.59119,TIC
274.5,11.4375,13C_Control,30,616.64351,TIC
321.5,13.39583333,13C_Control,30,604.88353,TIC
391,16.29166667,13C_Control,30,530.23235,TIC
463.5,19.3125,13C_Control,30,1629.83041,TIC
487,20.29166667,13C_Control,30,428.06438,TIC
535,22.29166667,13C_Control,30,622.47222,TIC
581.5,24.22916667,13C_Control,30,877.8515,TIC
653.25,27.21875,13C_Control,30,832.05097,TIC
699.75,29.15625,13C_Control,30,426.07612,TIC
749.75,31.23958333,13C_Control,30,442.40533,TIC
796.25,33.17708333,13C_Control,30,526.92581,TIC
815.25,33.96875,13C_Control,30,225.39272,TIC
868.25,36.17708333,13C_Control,30,319.97725,TIC
915.25,38.13541667,13C_Control,30,154.71374,TIC
962.75,40.11458333,13C_Control,30,324.29317,TIC
986.75,41.11458333,13C_Control,30,203.28099,TIC
1031.25,42.96875,13C_Control,30,281.27068,TIC
1078.75,44.94791667,13C_Control,30,268.7387,TIC
1103,45.95833333,13C_Control,30,209.79843,TIC
1126,46.91666667,13C_Control,30,207.27871,TIC
1150,47.91666667,13C_Control,30,34.55439,TIC
41,1.708333333,H2O,31,303.19346,TIC
114,4.75,H2O,31,208.18956,TIC
157.5,6.5625,H2O,31,77.86964,TIC
204.5,8.520833333,H2O,31,235.08974,TIC
274.5,11.4375,H2O,31,516.46331,TIC
321.5,13.39583333,H2O,31,157.95822,TIC
391,16.29166667,H2O,31,323.69116,TIC
463.5,19.3125,H2O,31,451.26819,TIC
487,20.29166667,H2O,31,125.46228,TIC
535,22.29166667,H2O,31,181.85348,TIC
581.5,24.22916667,H2O,31,286.7847,TIC
653.25,27.21875,H2O,31,235.18985,TIC
699.75,29.15625,H2O,31,252.16392,TIC
749.75,31.23958333,H2O,31,336.19006,TIC
796.25,33.17708333,H2O,31,233.51861,TIC
815.25,33.96875,H2O,31,147.58106,TIC
868.25,36.17708333,H2O,31,254.24316,TIC
915.25,38.13541667,H2O,31,107.62645,TIC
962.75,40.11458333,H2O,31,184.0802,TIC
986.75,41.11458333,H2O,31,106.03104,TIC
1031.25,42.96875,H2O,31,203.53631,TIC
1078.75,44.94791667,H2O,31,196.48116,TIC
1103,45.95833333,H2O,31,127.01631,TIC
1126,46.91666667,H2O,31,-5.79109,TIC
1150,47.91666667,H2O,31,-2.21669,TIC
41,1.708333333,H2O,32,293.81023,TIC
114,4.75,H2O,32,147.12178,TIC
157.5,6.5625,H2O,32,134.76016,TIC
204.5,8.520833333,H2O,32,300.33299,TIC
274.5,11.4375,H2O,32,464.49484,TIC
321.5,13.39583333,H2O,32,163.10559,TIC
391,16.29166667,H2O,32,303.40608,TIC
463.5,19.3125,H2O,32,450.65322,TIC
487,20.29166667,H2O,32,171.34386,TIC
535,22.29166667,H2O,32,264.19997,TIC
581.5,24.22916667,H2O,32,261.71912,TIC
653.25,27.21875,H2O,32,215.89881,TIC
699.75,29.15625,H2O,32,193.65009,TIC
749.75,31.23958333,H2O,32,222.53088,TIC
796.25,33.17708333,H2O,32,226.58416,TIC
815.25,33.96875,H2O,32,135.97962,TIC
868.25,36.17708333,H2O,32,257.05612,TIC
915.25,38.13541667,H2O,32,50.92958,TIC
962.75,40.11458333,H2O,32,166.08502,TIC
986.75,41.11458333,H2O,32,122.10688,TIC
1031.25,42.96875,H2O,32,193.54791,TIC
1078.75,44.94791667,H2O,32,173.28341,TIC
1103,45.95833333,H2O,32,125.59299,TIC
1126,46.91666667,H2O,32,4.00383,TIC
1150,47.91666667,H2O,32,10.84473,TIC
41,1.708333333,H2O,33,290.31791,TIC
114,4.75,H2O,33,155.48301,TIC
157.5,6.5625,H2O,33,200.70882,TIC
204.5,8.520833333,H2O,33,284.43918,TIC
274.5,11.4375,H2O,33,674.90284,TIC
321.5,13.39583333,H2O,33,273.09432,TIC
391,16.29166667,H2O,33,319.98795,TIC
463.5,19.3125,H2O,33,447.53498,TIC
487,20.29166667,H2O,33,196.66748,TIC
535,22.29166667,H2O,33,498.04453,TIC
581.5,24.22916667,H2O,33,304.60448,TIC
653.25,27.21875,H2O,33,199.83639,TIC
699.75,29.15625,H2O,33,233.53677,TIC
749.75,31.23958333,H2O,33,265.19379,TIC
796.25,33.17708333,H2O,33,244.58066,TIC
815.25,33.96875,H2O,33,133.71716,TIC
868.25,36.17708333,H2O,33,270.48495,TIC
915.25,38.13541667,H2O,33,54.06509,TIC
962.75,40.11458333,H2O,33,237.0789,TIC
986.75,41.11458333,H2O,33,127.93868,TIC
1031.25,42.96875,H2O,33,350.94348,TIC
1078.75,44.94791667,H2O,33,172.51294,TIC
1103,45.95833333,H2O,33,131.54082,TIC
1126,46.91666667,H2O,33,1.21201,TIC
1150,47.91666667,H2O,33,53.6365,TIC
41,1.708333333,H2O,34,341.3999,TIC
114,4.75,H2O,34,187.83271,TIC
157.5,6.5625,H2O,34,109.5147,TIC
204.5,8.520833333,H2O,34,208.49946,TIC
274.5,11.4375,H2O,34,484.03436,TIC
321.5,13.39583333,H2O,34,194.9917,TIC
391,16.29166667,H2O,34,274.87802,TIC
463.5,19.3125,H2O,34,426.29115,TIC
487,20.29166667,H2O,34,142.58299,TIC
535,22.29166667,H2O,34,208.02091,TIC
581.5,24.22916667,H2O,34,276.03966,TIC
653.25,27.21875,H2O,34,235.82921,TIC
699.75,29.15625,H2O,34,203.60954,TIC
749.75,31.23958333,H2O,34,319.04273,TIC
796.25,33.17708333,H2O,34,242.33983,TIC
815.25,33.96875,H2O,34,156.56488,TIC
868.25,36.17708333,H2O,34,274.44218,TIC
915.25,38.13541667,H2O,34,69.68327,TIC
962.75,40.11458333,H2O,34,250.02054,TIC
986.75,41.11458333,H2O,34,114.78834,TIC
1031.25,42.96875,H2O,34,211.4896,TIC
1078.75,44.94791667,H2O,34,194.60196,TIC
1103,45.95833333,H2O,34,161.17597,TIC
1126,46.91666667,H2O,34,27.02971,TIC
1150,47.91666667,H2O,34,87.93761,TIC
41,1.708333333,H2O,35,,TIC
114,4.75,H2O,35,,TIC
157.5,6.5625,H2O,35,,TIC
204.5,8.520833333,H2O,35,,TIC
274.5,11.4375,H2O,35,,TIC
321.5,13.39583333,H2O,35,,TIC
391,16.29166667,H2O,35,,TIC
463.5,19.3125,H2O,35,,TIC
487,20.29166667,H2O,35,,TIC
535,22.29166667,H2O,35,,TIC
581.5,24.22916667,H2O,35,,TIC
653.25,27.21875,H2O,35,,TIC
699.75,29.15625,H2O,35,,TIC
749.75,31.23958333,H2O,35,,TIC
796.25,33.17708333,H2O,35,,TIC
815.25,33.96875,H2O,35,,TIC
868.25,36.17708333,H2O,35,,TIC
915.25,38.13541667,H2O,35,,TIC
962.75,40.11458333,H2O,35,,TIC
986.75,41.11458333,H2O,35,,TIC
1031.25,42.96875,H2O,35,,TIC
1078.75,44.94791667,H2O,35,,TIC
1103,45.95833333,H2O,35,,TIC
1126,46.91666667,H2O,35,,TIC
1150,47.91666667,H2O,35,,TIC
